County,2020 Median,2021 Median,2022 Median,2023 Median,Median Home Price (2023)
"Scioto County, Ohio",131325,140000,155000,164900,164900
"Seneca County, Ohio",131325,140000,155000,164900,164900
"Shelby County, Ohio",138250,147750,160000,170000,170000
"Stark County, Ohio",142000,145000,160000,168000,168000
"Summit County, Ohio",144500,150000,162000,172000,172000
"Trumbull County, Ohio",131325,140000,155000,164900,164900
"Tuscarawas County, Ohio",139900,146750,159550,164900,164900
"Union County, Ohio",205000,220000,240000,270000,270000
"Van Wert County, Ohio",131325,140000,155000,164900,164900
"Vinton County, Ohio",131325,140000,155000,164900,164900
"Warren County, Ohio",193000,211670,249250,261000,261000
"Washington County, Ohio",143000,150000,168500,176450,176450
"Wayne County, Ohio",153000,160000,180300,193200,193200
"Williams County, Ohio",131325,140000,155000,164900,164900
"Wood County, Ohio",170000,178000,200000,207000,207000
"Wyandot County, Ohio",131325,140000,155000,164900,164900
"Adair County, Oklahoma",142500,150000,165000,179900,179900
"Alfalfa County, Oklahoma",142500,150000,165000,179900,179900
"Atoka County, Oklahoma",142500,150000,165000,179900,179900
"Beaver County, Oklahoma",142500,150000,165000,179900,179900
"Beckham County, Oklahoma",154000,155000,165000,179900,179900
"Blaine County, Oklahoma",142500,150000,165000,179900,179900
"Bryan County, Oklahoma",159500,168000,184000,207420,207420
"Caddo County, Oklahoma",142500,150000,165000,179900,179900
"Canadian County, Oklahoma",164999.5,174772.5,190000,214500,214500
"Carter County, Oklahoma",143000,150000,170000,189000,189000
"Cherokee County, Oklahoma",145000,150000,165000,179900,179900
"Choctaw County, Oklahoma",142500,150000,165000,179900,179900
"Cimarron County, Oklahoma",142500,150000,165000,179900,179900
"Cleveland County, Oklahoma",155150,165000,182000,200000,200000
"Coal County, Oklahoma",142500,150000,165000,179900,179900
"Comanche County, Oklahoma",142500,150000,165000,179900,179900
"Cotton County, Oklahoma",142500,150000,165000,179900,179900
"Craig County, Oklahoma",142500,150000,165000,179900,179900
"Creek County, Oklahoma",159900,167555,189900,210000,210000
"Custer County, Oklahoma",170000,172000,177000,185000,185000
"Delaware County, Oklahoma",170000,182250,217250,229000,229000
"Dewey County, Oklahoma",142500,150000,165000,179900,179900
"Ellis County, Oklahoma",142500,150000,165000,179900,179900
"Garfield County, Oklahoma",142500,150000,165000,179900,179900
"Garvin County, Oklahoma",142500,150000,165000,179900,179900
"Grady County, Oklahoma",175000,184250,199250,210000,210000
"Grant County, Oklahoma",142500,150000,165000,179900,179900
"Greer County, Oklahoma",142500,150000,165000,179900,179900
"Harmon County, Oklahoma",142500,150000,165000,179900,179900
"Harper County, Oklahoma",142500,150000,165000,179900,179900
"Haskell County, Oklahoma",142500,150000,165000,179900,179900
"Hughes County, Oklahoma",142500,150000,165000,179900,179900
"Jackson County, Oklahoma",154000,150500,165000,179900,179900
"Jefferson County, Oklahoma",142500,150000,165000,179900,179900
"Johnston County, Oklahoma",142500,150000,165000,179900,179900
"Kay County, Oklahoma",142500,150000,165000,179900,179900
"Kingfisher County, Oklahoma",157000,165000,185000,188000,188000
"Kiowa County, Oklahoma",142500,150000,165000,179900,179900
"Latimer County, Oklahoma",142500,150000,165000,179900,179900
"Le Flore County, Oklahoma",142500,150000,165000,179900,179900
"Lincoln County, Oklahoma",142700,150000,165000,179900,179900
"Logan County, Oklahoma",185000,188000,214082.5,229375,229375
"Love County, Oklahoma",150000,153500,165000,179900,179900
"McClain County, Oklahoma",181000,189900,212900,229900,229900
"McCurtain County, Oklahoma",175000,237000,350000,461000,461000
"McIntosh County, Oklahoma",142500,150000,165000,179900,179900
"Major County, Oklahoma",142500,150000,165000,179900,179900
"Marshall County, Oklahoma",151250,157500,165000,179900,179900
"Mayes County, Oklahoma",142500,150000,165000,179900,179900
"Murray County, Oklahoma",142500,150000,165000,179900,179900
"Muskogee County, Oklahoma",142500,150000,165000,179900,179900
"Noble County, Oklahoma",142500,150000,165000,179900,179900
"Nowata County, Oklahoma",142500,150000,165000,179900,179900
"Okfuskee County, Oklahoma",142500,150000,165000,179900,179900
"Oklahoma County, Oklahoma",155150,165000,182000,200000,200000
"Okmulgee County, Oklahoma",142500,150000,165000,179900,179900
"Osage County, Oklahoma",160000,167555,189900,210000,210000
"Ottawa County, Oklahoma",142500,150000,165000,179900,179900
"Pawnee County, Oklahoma",142500,150000,165000,179900,179900
"Payne County, Oklahoma",158100,165950,179900,190000,190000
"Pittsburg County, Oklahoma",144000,150000,165000,179900,179900
"Pontotoc County, Oklahoma",155000,160000,168000,189000,189000
"Pottawatomie County, Oklahoma",148000,155410,166059,179949.5,179949.5
"Pushmataha County, Oklahoma",142500,150000,165000,179900,179900
"Roger Mills County, Oklahoma",142500,150000,165000,179900,179900
"Rogers County, Oklahoma",167000,176000,202400,225000,225000
"Seminole County, Oklahoma",142500,150000,165000,179900,179900
"Sequoyah County, Oklahoma",142500,150000,165000,186000,186000
"Stephens County, Oklahoma",142500,150000,165000,179900,179900
"Texas County, Oklahoma",142500,150000,165000,179900,179900
"Tillman County, Oklahoma",142500,150000,165000,179900,179900
"Tulsa County, Oklahoma",159900,167555,189900,210000,210000
"Wagoner County, Oklahoma",172522.5,177500,203000,240000,240000
"Washington County, Oklahoma",142500,150000,165000,179900,179900
"Washita County, Oklahoma",142500,150000,165000,179900,179900
"Woods County, Oklahoma",142500,150000,165000,179900,179900
"Woodward County, Oklahoma",148925,150000,165000,179900,179900
"Baker County, Oregon",169675,178900,203000,219500,219500
"Benton County, Oregon",344500,371562.5,399913,475000,475000
"Clackamas County, Oregon",400000,420000,475000,532500,532500
"Clatsop County, Oregon",299900,330000,395000,425000,425000
"Columbia County, Oregon",375000,395500,445000,500000,500000
"Coos County, Oregon",220000,237500,283000,340000,340000
"Crook County, Oregon",228000,249900,298000,350000,350000
"Curry County, Oregon",286250,315000,354000,385000,385000
"Deschutes County, Oregon",350000,370931.5,435450,535000,535000
"Douglas County, Oregon",225000,248950,279900,320000,320000
"Gilliam County, Oregon",164900,178900,203000,219500,219500
"Grant County, Oregon",164900,178900,203000,219500,219500
"Harney County, Oregon",164900,178900,203000,219500,219500
"Hood River County, Oregon",375000,390000,425000,491497.5,491497.5
"Jackson County, Oregon",288955,310000,351000,395000,395000
"Jefferson County, Oregon",190000,214900,249900,300000,300000
"Josephine County, Oregon",281000,296500,349000,390000,390000
"Klamath County, Oregon",195000,201000,235208.5,280000,280000
"Lake County, Oregon",164900,178900,203000,219500,219500
"Lane County, Oregon",285950,310250,352000,410000,410000
"Lincoln County, Oregon",274317,297500,364500,392000,392000
"Linn County, Oregon",260000,275300,315000,365000,365000
"Malheur County, Oregon",164900,178900,203000,222000,222000
"Marion County, Oregon",289500,310000,350000,400000,400000
"Morrow County, Oregon",164900,178900,203000,219500,219500
"Multnomah County, Oregon",384999.5,405000,460000,501000,501000
"Polk County, Oregon",300000,320500,356500,415000,415000
"Sherman County, Oregon",164900,178900,203000,219500,219500
"Tillamook County, Oregon",285250,306500,350000,382750,382750
"Umatilla County, Oregon",204500,224700,253000,296000,296000
"Union County, Oregon",196587.5,205000,215500,244000,244000
"Wallowa County, Oregon",185000,205250,256250,283000,283000
"Wasco County, Oregon",232500,255000,290000,325000,325000
"Washington County, Oregon",400000,415000,470000,540000,540000
"Wheeler County, Oregon",164900,178900,203000,219500,219500
"Yamhill County, Oregon",375000,395500,445000,500000,500000
"Adams County, Pennsylvania",196500,212000,230000,251000,251000
"Allegheny County, Pennsylvania",170213,182000,207500,225000,225000
"Armstrong County, Pennsylvania",127000,135000,145000,154250,154250
"Beaver County, Pennsylvania",165000,175500,200000,215000,215000
"Bedford County, Pennsylvania",142000,138000,149000,159900,159900
"Berks County, Pennsylvania",174900,184900,204900,225000,225000
"Blair County, Pennsylvania",128000,135000,150000,156000,156000
"Bradford County, Pennsylvania",140000,143000,160000,164900,164900
"Bucks County, Pennsylvania",299000,320000,360000,395000,395000
"Butler County, Pennsylvania",195000,205000,229450,248000,248000
"Cambria County, Pennsylvania",127000,135000,145000,154250,154250
"Cameron County, Pennsylvania",127000,135000,145000,154250,154250
"Carbon County, Pennsylvania",188000,200000,229000,250000,250000
"Centre County, Pennsylvania",230000,269000,295000,299000,299000
"Chester County, Pennsylvania",320000,340975,380000,415000,415000
"Clarion County, Pennsylvania",127000,135000,145000,154250,154250
"Clearfield County, Pennsylvania",127000,135000,145000,154250,154250
"Clinton County, Pennsylvania",140000,140000,145000,154250,154250
"Columbia County, Pennsylvania",150000,159000,172500,175000,175000
"Crawford County, Pennsylvania",127000,135000,145000,154250,154250
"Cumberland County, Pennsylvania",187500,204900,225000,246750,246750
"Dauphin County, Pennsylvania",175000,185000,205000,225000,225000
"Delaware County, Pennsylvania",232000,249900,280000,305000,305000
"Elk County, Pennsylvania",127000,135000,145000,154250,154250
"Erie County, Pennsylvania",127000,135000,145000,159900,159900
"Fayette County, Pennsylvania",165000,175500,200000,215000,215000
"Forest County, Pennsylvania",127000,135000,145000,154250,154250
"Franklin County, Pennsylvania",185000,189900,220000,235000,235000
"Fulton County, Pennsylvania",147000,154900,163500,169000,169000
"Greene County, Pennsylvania",130000,135000,145000,154250,154250
"Huntingdon County, Pennsylvania",140000,145000,150000,167000,167000
"Indiana County, Pennsylvania",127000,135000,145000,154250,154250
"Jefferson County, Pennsylvania",127000,135000,145000,154250,154250
"Juniata County, Pennsylvania",150000,151000,155500,160000,160000
"Lackawanna County, Pennsylvania",144200,145848,164300,175000,175000
"Lancaster County, Pennsylvania",206577.5,220000,241000,269700,269700
"Lawrence County, Pennsylvania",127000,135000,145000,154250,154250
"Lebanon County, Pennsylvania",170000,185000,193250,211250,211250
"Lehigh County, Pennsylvania",188000,200000,229000,250000,250000
"Luzerne County, Pennsylvania",134000,140000,159000,171000,171000
"Lycoming County, Pennsylvania",155000,159000,165000,175000,175000
"McKean County, Pennsylvania",127000,135000,145000,154250,154250
"Mercer County, Pennsylvania",127000,135000,145000,156261,156261
"Mifflin County, Pennsylvania",127000,135000,145000,154250,154250
"Monroe County, Pennsylvania",170000,188000,230000,265000,265000
"Montgomery County, Pennsylvania",290000,306000,349900,375000,375000
"Montour County, Pennsylvania",169900,170000,180000,190000,190000
"Northampton County, Pennsylvania",199900,218000,242250,265000,265000
"Northumberland County, Pennsylvania",127000,135000,145000,154250,154250
"Perry County, Pennsylvania",175000,185000,205000,225000,225000
"Philadelphia County, Pennsylvania",232000,249900,280000,305000,305000
"Pike County, Pennsylvania",153807,159574,210000,225000,225000
"Potter County, Pennsylvania",127000,135000,145000,154250,154250
"Schuylkill County, Pennsylvania",127000,135000,145000,154250,154250
"Snyder County, Pennsylvania",157000,162750,169900,174500,174500
"Somerset County, Pennsylvania",127000,135000,145000,154250,154250
"Sullivan County, Pennsylvania",155040,154520,167000,173900,173900
"Susquehanna County, Pennsylvania",145000,151405,166000,178625,178625
"Tioga County, Pennsylvania",140000,145000,150531.5,158500,158500
"Union County, Pennsylvania",180000,182500,194900,220000,220000
"Venango County, Pennsylvania",127000,135000,145000,154250,154250
"Warren County, Pennsylvania",127000,135000,145000,154250,154250
"Washington County, Pennsylvania",172250,184900,212000,220000,220000
"Wayne County, Pennsylvania",152150,161000,195000,220500,220500
"Westmoreland County, Pennsylvania",165000,175500,200000,215000,215000
"Wyoming County, Pennsylvania",164000,165000,170000,180000,180000
"York County, Pennsylvania",179900,189237.5,209000,230000,230000
"Bristol County, Rhode Island",327000,340000,380550,427000,427000
"Kent County, Rhode Island",245000,267500,305000,350000,350000
"Newport County, Rhode Island",349000,388000,455000,470000,470000
"Providence County, Rhode Island",245000,267500,305000,351000,351000
"Washington County, Rhode Island",347250,360000,405000,460000,460000
"Abbeville County, South Carolina",149000,160000,189000,200000,200000
"Aiken County, South Carolina",156000,169050,194900,215000,215000
"Allendale County, South Carolina",149000,160000,189000,200000,200000
"Anderson County, South Carolina",167500,180000,203772,223750,223750
